2023-01-15 22:19:11,639 INFO    StreamThr :54168 [internal.py:wandb_internal():87] W&B internal server running at pid: 54168, started at: 2023-01-15 22:19:11.638876
2023-01-15 22:19:11,640 DEBUG   HandlerThread:54168 [handler.py:handle_request():144] handle_request: status
2023-01-15 22:19:11,643 INFO    WriterThread:54168 [datastore.py:open_for_write():85] open: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230115_221911-yrqgfk2m/run-yrqgfk2m.wandb
2023-01-15 22:19:11,644 DEBUG   SenderThread:54168 [sender.py:send():334] send: header
2023-01-15 22:19:11,658 DEBUG   SenderThread:54168 [sender.py:send():334] send: run
2023-01-15 22:19:12,185 INFO    SenderThread:54168 [dir_watcher.py:__init__():216] watching files in: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230115_221911-yrqgfk2m/files
2023-01-15 22:19:12,185 INFO    SenderThread:54168 [sender.py:_start_run_threads():1065] run started: yrqgfk2m with start time 1673817551.638425
2023-01-15 22:19:12,186 DEBUG   SenderThread:54168 [sender.py:send_request():361] send_request: summary_record
2023-01-15 22:19:12,186 INFO    SenderThread:54168 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-15 22:19:12,189 DEBUG   HandlerThread:54168 [handler.py:handle_request():144] handle_request: check_version
2023-01-15 22:19:12,189 DEBUG   SenderThread:54168 [sender.py:send_request():361] send_request: check_version
2023-01-15 22:19:12,357 DEBUG   HandlerThread:54168 [handler.py:handle_request():144] handle_request: run_start
2023-01-15 22:19:12,366 DEBUG   HandlerThread:54168 [system_info.py:__init__():31] System info init
2023-01-15 22:19:12,366 DEBUG   HandlerThread:54168 [system_info.py:__init__():46] System info init done
2023-01-15 22:19:12,366 INFO    HandlerThread:54168 [system_monitor.py:start():151] Starting system monitor
2023-01-15 22:19:12,366 INFO    SystemMonitor:54168 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-15 22:19:12,366 INFO    HandlerThread:54168 [system_monitor.py:probe():172] Collecting system info
2023-01-15 22:19:12,367 DEBUG   HandlerThread:54168 [system_info.py:probe():195] Probing system
2023-01-15 22:19:12,367 INFO    SystemMonitor:54168 [interfaces.py:start():168] Started cpu
2023-01-15 22:19:12,367 INFO    SystemMonitor:54168 [interfaces.py:start():168] Started disk
2023-01-15 22:19:12,367 INFO    SystemMonitor:54168 [interfaces.py:start():168] Started gpuapple
2023-01-15 22:19:12,369 INFO    SystemMonitor:54168 [interfaces.py:start():168] Started memory
2023-01-15 22:19:12,370 INFO    SystemMonitor:54168 [interfaces.py:start():168] Started network
2023-01-15 22:19:12,374 DEBUG   HandlerThread:54168 [system_info.py:_probe_git():180] Probing git
2023-01-15 22:19:12,387 DEBUG   HandlerThread:54168 [system_info.py:_probe_git():188] Probing git done
2023-01-15 22:19:12,387 DEBUG   HandlerThread:54168 [system_info.py:probe():241] Probing system done
2023-01-15 22:19:12,387 DEBUG   HandlerThread:54168 [system_monitor.py:probe():181] {'os': 'macOS-13.0.1-arm64-arm-64bit', 'python': '3.10.8', 'heartbeatAt': '2023-01-15T21:19:12.367237', 'startedAt': '2023-01-15T21:19:11.616237', 'docker': None, 'cuda': None, 'args': ('--exp-name', 'exp_Pendulum-v1_20230115-195821', '--model-path', '/Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/log/exp_Pendulum-v1_20230115-195821/models/Pendulum-v1_policyNet.pth', '--project-name', 'OpenAIGym-PPO'), 'state': 'running', 'program': '/Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/test.py', 'codePath': 'PPO/ppo_torch/test.py', 'git': {'remote': 'git@github.com:bkunters/ml-explorer-drone.git', 'commit': '6e5d49ff3305f08ea54e278ff40ae335bf146fb2'}, 'email': 'janina.alica.mattes@gmail.com', 'root': '/Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone', 'host': 'Janinas-MacBook-Pro.local', 'username': 'janinaalicamattes', 'executable': '/Users/janinaalicamattes/miniforge3/envs/pytorch-ppo-research/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 460.4317207336426, 'used': 10.886878967285156}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-01-15 22:19:12,387 INFO    HandlerThread:54168 [system_monitor.py:probe():182] Finished collecting system info
2023-01-15 22:19:12,387 INFO    HandlerThread:54168 [system_monitor.py:probe():185] Publishing system info
2023-01-15 22:19:12,387 DEBUG   HandlerThread:54168 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-01-15 22:19:12,388 DEBUG   HandlerThread:54168 [system_info.py:_save_pip():67] Saving pip packages done
2023-01-15 22:19:12,388 DEBUG   HandlerThread:54168 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-01-15 22:19:13,188 INFO    Thread-13 :54168 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230115_221911-yrqgfk2m/files/wandb-summary.json
2023-01-15 22:19:13,188 INFO    Thread-13 :54168 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230115_221911-yrqgfk2m/files/conda-environment.yaml
