2023-01-15 22:30:28,740 INFO    StreamThr :54921 [internal.py:wandb_internal():87] W&B internal server running at pid: 54921, started at: 2023-01-15 22:30:28.739701
2023-01-15 22:30:28,741 DEBUG   HandlerThread:54921 [handler.py:handle_request():144] handle_request: status
2023-01-15 22:30:28,745 INFO    WriterThread:54921 [datastore.py:open_for_write():85] open: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230115_223028-rd3rwn0s/run-rd3rwn0s.wandb
2023-01-15 22:30:28,746 DEBUG   SenderThread:54921 [sender.py:send():334] send: header
2023-01-15 22:30:28,760 DEBUG   SenderThread:54921 [sender.py:send():334] send: run
2023-01-15 22:30:29,297 INFO    SenderThread:54921 [dir_watcher.py:__init__():216] watching files in: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230115_223028-rd3rwn0s/files
2023-01-15 22:30:29,298 INFO    SenderThread:54921 [sender.py:_start_run_threads():1065] run started: rd3rwn0s with start time 1673818228.739743
2023-01-15 22:30:29,299 DEBUG   SenderThread:54921 [sender.py:send_request():361] send_request: summary_record
2023-01-15 22:30:29,300 INFO    SenderThread:54921 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-15 22:30:29,303 DEBUG   HandlerThread:54921 [handler.py:handle_request():144] handle_request: check_version
2023-01-15 22:30:29,303 DEBUG   SenderThread:54921 [sender.py:send_request():361] send_request: check_version
2023-01-15 22:30:29,466 DEBUG   HandlerThread:54921 [handler.py:handle_request():144] handle_request: run_start
2023-01-15 22:30:29,475 DEBUG   HandlerThread:54921 [system_info.py:__init__():31] System info init
2023-01-15 22:30:29,475 DEBUG   HandlerThread:54921 [system_info.py:__init__():46] System info init done
2023-01-15 22:30:29,475 INFO    HandlerThread:54921 [system_monitor.py:start():151] Starting system monitor
2023-01-15 22:30:29,475 INFO    SystemMonitor:54921 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-15 22:30:29,476 INFO    HandlerThread:54921 [system_monitor.py:probe():172] Collecting system info
2023-01-15 22:30:29,476 DEBUG   HandlerThread:54921 [system_info.py:probe():195] Probing system
2023-01-15 22:30:29,476 INFO    SystemMonitor:54921 [interfaces.py:start():168] Started cpu
2023-01-15 22:30:29,476 INFO    SystemMonitor:54921 [interfaces.py:start():168] Started disk
2023-01-15 22:30:29,478 INFO    SystemMonitor:54921 [interfaces.py:start():168] Started gpuapple
2023-01-15 22:30:29,479 INFO    SystemMonitor:54921 [interfaces.py:start():168] Started memory
2023-01-15 22:30:29,480 INFO    SystemMonitor:54921 [interfaces.py:start():168] Started network
2023-01-15 22:30:29,483 DEBUG   HandlerThread:54921 [system_info.py:_probe_git():180] Probing git
2023-01-15 22:30:29,497 DEBUG   HandlerThread:54921 [system_info.py:_probe_git():188] Probing git done
2023-01-15 22:30:29,498 DEBUG   HandlerThread:54921 [system_info.py:probe():241] Probing system done
2023-01-15 22:30:29,498 DEBUG   HandlerThread:54921 [system_monitor.py:probe():181] {'os': 'macOS-13.0.1-arm64-arm-64bit', 'python': '3.10.8', 'heartbeatAt': '2023-01-15T21:30:29.476525', 'startedAt': '2023-01-15T21:30:28.717748', 'docker': None, 'cuda': None, 'args': ('--exp-name', 'exp_Pendulum-v1_20230115-195821', '--model-path', '/Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/log/exp_Pendulum-v1_20230115-195821/models/Pendulum-v1_policyNet.pth', '--project-name', 'OpenAIGym-PPO'), 'state': 'running', 'program': '/Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/test.py', 'codePath': 'PPO/ppo_torch/test.py', 'git': {'remote': 'git@github.com:bkunters/ml-explorer-drone.git', 'commit': '6e5d49ff3305f08ea54e278ff40ae335bf146fb2'}, 'email': 'janina.alica.mattes@gmail.com', 'root': '/Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone', 'host': 'Janinas-MacBook-Pro.local', 'username': 'janinaalicamattes', 'executable': '/Users/janinaalicamattes/miniforge3/envs/pytorch-ppo-research/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 460.4317207336426, 'used': 10.886878967285156}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-01-15 22:30:29,498 INFO    HandlerThread:54921 [system_monitor.py:probe():182] Finished collecting system info
2023-01-15 22:30:29,498 INFO    HandlerThread:54921 [system_monitor.py:probe():185] Publishing system info
2023-01-15 22:30:29,498 DEBUG   HandlerThread:54921 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-01-15 22:30:29,498 DEBUG   HandlerThread:54921 [system_info.py:_save_pip():67] Saving pip packages done
2023-01-15 22:30:29,498 DEBUG   HandlerThread:54921 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-01-15 22:30:30,304 INFO    Thread-13 :54921 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230115_223028-rd3rwn0s/files/conda-environment.yaml
2023-01-15 22:30:30,304 INFO    Thread-13 :54921 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230115_223028-rd3rwn0s/files/wandb-summary.json
2023-01-15 22:30:30,304 INFO    Thread-13 :54921 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230115_223028-rd3rwn0s/files/requirements.txt
2023-01-15 22:30:33,885 DEBUG   HandlerThread:54921 [system_info.py:_save_conda():86] Saving conda packages done
2023-01-15 22:30:33,885 DEBUG   HandlerThread:54921 [system_info.py:_save_code():89] Saving code
2023-01-15 22:30:33,891 DEBUG   HandlerThread:54921 [system_info.py:_save_code():110] Saving code done
2023-01-15 22:30:33,892 DEBUG   HandlerThread:54921 [system_info.py:_save_patches():127] Saving git patches
2023-01-15 22:30:33,952 DEBUG   HandlerThread:54921 [system_info.py:_save_patches():169] Saving git patches done
2023-01-15 22:30:33,953 INFO    HandlerThread:54921 [system_monitor.py:probe():187] Finished publishing system info
2023-01-15 22:30:33,958 DEBUG   SenderThread:54921 [sender.py:send():334] send: files
2023-01-15 22:30:33,958 INFO    SenderThread:54921 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-01-15 22:30:33,958 INFO    SenderThread:54921 [sender.py:_save_file():1319] saving file code/PPO/ppo_torch/test.py with policy now
2023-01-15 22:30:33,958 INFO    SenderThread:54921 [sender.py:_save_file():1319] saving file diff.patch with policy now
2023-01-15 22:30:33,959 DEBUG   HandlerThread:54921 [handler.py:handle_request():144] handle_request: status_report
2023-01-15 22:30:33,961 DEBUG   HandlerThread:54921 [handler.py:handle_request():144] handle_request: stop_status
2023-01-15 22:30:33,961 DEBUG   SenderThread:54921 [sender.py:send_request():361] send_request: stop_status
2023-01-15 22:30:34,316 DEBUG   SenderThread:54921 [sender.py:send():334] send: telemetry
2023-01-15 22:30:34,316 DEBUG   SenderThread:54921 [sender.py:send():334] send: exit
2023-01-15 22:30:34,317 INFO    SenderThread:54921 [sender.py:send_exit():557] handling exit code: 1
