2023-01-12 18:38:18,977 INFO    StreamThr :5095 [internal.py:wandb_internal():87] W&B internal server running at pid: 5095, started at: 2023-01-12 18:38:18.976769
2023-01-12 18:38:18,978 DEBUG   HandlerThread:5095 [handler.py:handle_request():144] handle_request: status
2023-01-12 18:38:18,981 INFO    WriterThread:5095 [datastore.py:open_for_write():85] open: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230112_183818-55g9poz7/run-55g9poz7.wandb
2023-01-12 18:38:18,981 DEBUG   SenderThread:5095 [sender.py:send():334] send: header
2023-01-12 18:38:18,996 DEBUG   SenderThread:5095 [sender.py:send():334] send: run
2023-01-12 18:38:19,533 INFO    SenderThread:5095 [dir_watcher.py:__init__():216] watching files in: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230112_183818-55g9poz7/files
2023-01-12 18:38:19,533 INFO    SenderThread:5095 [sender.py:_start_run_threads():1065] run started: 55g9poz7 with start time 1673545098.976118
2023-01-12 18:38:19,534 DEBUG   SenderThread:5095 [sender.py:send_request():361] send_request: summary_record
2023-01-12 18:38:19,535 INFO    SenderThread:5095 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-12 18:38:19,538 DEBUG   HandlerThread:5095 [handler.py:handle_request():144] handle_request: check_version
2023-01-12 18:38:19,539 DEBUG   SenderThread:5095 [sender.py:send_request():361] send_request: check_version
2023-01-12 18:38:19,698 DEBUG   HandlerThread:5095 [handler.py:handle_request():144] handle_request: run_start
2023-01-12 18:38:19,707 DEBUG   HandlerThread:5095 [system_info.py:__init__():31] System info init
2023-01-12 18:38:19,707 DEBUG   HandlerThread:5095 [system_info.py:__init__():46] System info init done
2023-01-12 18:38:19,707 INFO    HandlerThread:5095 [system_monitor.py:start():151] Starting system monitor
2023-01-12 18:38:19,708 INFO    SystemMonitor:5095 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-12 18:38:19,708 INFO    HandlerThread:5095 [system_monitor.py:probe():172] Collecting system info
2023-01-12 18:38:19,708 DEBUG   HandlerThread:5095 [system_info.py:probe():195] Probing system
2023-01-12 18:38:19,708 INFO    SystemMonitor:5095 [interfaces.py:start():168] Started cpu
2023-01-12 18:38:19,709 INFO    SystemMonitor:5095 [interfaces.py:start():168] Started disk
2023-01-12 18:38:19,709 INFO    SystemMonitor:5095 [interfaces.py:start():168] Started gpuapple
2023-01-12 18:38:19,711 INFO    SystemMonitor:5095 [interfaces.py:start():168] Started memory
2023-01-12 18:38:19,712 INFO    SystemMonitor:5095 [interfaces.py:start():168] Started network
2023-01-12 18:38:19,716 DEBUG   HandlerThread:5095 [system_info.py:_probe_git():180] Probing git
2023-01-12 18:38:19,730 DEBUG   HandlerThread:5095 [system_info.py:_probe_git():188] Probing git done
2023-01-12 18:38:19,731 DEBUG   HandlerThread:5095 [system_info.py:probe():241] Probing system done
2023-01-12 18:38:19,731 DEBUG   HandlerThread:5095 [system_monitor.py:probe():181] {'os': 'macOS-13.0.1-arm64-arm-64bit', 'python': '3.10.8', 'heartbeatAt': '2023-01-12T17:38:19.708778', 'startedAt': '2023-01-12T17:38:18.956293', 'docker': None, 'cuda': None, 'args': ('--train', 'True', '--exp-name', '(test)'), 'state': 'running', 'program': '/Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/ppo_continuous.py', 'codePath': 'PPO/ppo_torch/ppo_continuous.py', 'git': {'remote': 'git@github.com:bkunters/ml-explorer-drone.git', 'commit': 'f1a2638ad1144e1517ff103fadabcbfeac5bd23f'}, 'email': 'janina.alica.mattes@gmail.com', 'root': '/Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone', 'host': 'Janinas-MacBook-Pro.local', 'username': 'janinaalicamattes', 'executable': '/Users/janinaalicamattes/miniforge3/envs/pytorch-ppo-research/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 460.4317207336426, 'used': 10.886878967285156}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
