2023-01-13 18:38:08,744 INFO    StreamThr :33195 [internal.py:wandb_internal():87] W&B internal server running at pid: 33195, started at: 2023-01-13 18:38:08.743857
2023-01-13 18:38:08,745 DEBUG   HandlerThread:33195 [handler.py:handle_request():144] handle_request: status
2023-01-13 18:38:08,748 INFO    WriterThread:33195 [datastore.py:open_for_write():85] open: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/run-2z9tobmu.wandb
2023-01-13 18:38:08,748 DEBUG   SenderThread:33195 [sender.py:send():334] send: header
2023-01-13 18:38:08,763 DEBUG   SenderThread:33195 [sender.py:send():334] send: run
2023-01-13 18:38:09,308 INFO    SenderThread:33195 [dir_watcher.py:__init__():216] watching files in: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files
2023-01-13 18:38:09,308 INFO    SenderThread:33195 [sender.py:_start_run_threads():1065] run started: 2z9tobmu with start time 1673631488.742965
2023-01-13 18:38:09,309 DEBUG   SenderThread:33195 [sender.py:send_request():361] send_request: summary_record
2023-01-13 18:38:09,310 INFO    SenderThread:33195 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-13 18:38:09,312 DEBUG   HandlerThread:33195 [handler.py:handle_request():144] handle_request: check_version
2023-01-13 18:38:09,312 DEBUG   SenderThread:33195 [sender.py:send_request():361] send_request: check_version
2023-01-13 18:38:09,451 DEBUG   HandlerThread:33195 [handler.py:handle_request():144] handle_request: run_start
2023-01-13 18:38:09,460 DEBUG   HandlerThread:33195 [system_info.py:__init__():31] System info init
2023-01-13 18:38:09,460 DEBUG   HandlerThread:33195 [system_info.py:__init__():46] System info init done
2023-01-13 18:38:09,460 INFO    HandlerThread:33195 [system_monitor.py:start():151] Starting system monitor
2023-01-13 18:38:09,460 INFO    SystemMonitor:33195 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-13 18:38:09,460 INFO    HandlerThread:33195 [system_monitor.py:probe():172] Collecting system info
2023-01-13 18:38:09,460 INFO    SystemMonitor:33195 [interfaces.py:start():168] Started cpu
2023-01-13 18:38:09,461 INFO    SystemMonitor:33195 [interfaces.py:start():168] Started disk
2023-01-13 18:38:09,461 DEBUG   HandlerThread:33195 [system_info.py:probe():195] Probing system
2023-01-13 18:38:09,461 INFO    SystemMonitor:33195 [interfaces.py:start():168] Started gpuapple
2023-01-13 18:38:09,463 INFO    SystemMonitor:33195 [interfaces.py:start():168] Started memory
2023-01-13 18:38:09,464 INFO    SystemMonitor:33195 [interfaces.py:start():168] Started network
2023-01-13 18:38:09,467 DEBUG   HandlerThread:33195 [system_info.py:_probe_git():180] Probing git
2023-01-13 18:38:09,481 DEBUG   HandlerThread:33195 [system_info.py:_probe_git():188] Probing git done
2023-01-13 18:38:09,482 DEBUG   HandlerThread:33195 [system_info.py:probe():241] Probing system done
2023-01-13 18:38:09,482 DEBUG   HandlerThread:33195 [system_monitor.py:probe():181] {'os': 'macOS-13.0.1-arm64-arm-64bit', 'python': '3.10.8', 'heartbeatAt': '2023-01-13T17:38:09.461295', 'startedAt': '2023-01-13T17:38:08.724019', 'docker': None, 'cuda': None, 'args': ('--train', 'True', '--exp-name', '(seperate network, TD actor-critic advantage, no normalization)', '--project-name', 'OpenAIGym-PPO'), 'state': 'running', 'program': '/Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/ppo_continuous.py', 'codePath': 'PPO/ppo_torch/ppo_continuous.py', 'git': {'remote': 'git@github.com:bkunters/ml-explorer-drone.git', 'commit': '9c5dda105e76b89ecc317ea398f73e7fb214080c'}, 'email': 'janina.alica.mattes@gmail.com', 'root': '/Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone', 'host': 'Janinas-MacBook-Pro.local', 'username': 'janinaalicamattes', 'executable': '/Users/janinaalicamattes/miniforge3/envs/pytorch-ppo-research/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 460.4317207336426, 'used': 10.886878967285156}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-01-13 18:38:09,482 INFO    HandlerThread:33195 [system_monitor.py:probe():182] Finished collecting system info
2023-01-13 18:38:09,482 INFO    HandlerThread:33195 [system_monitor.py:probe():185] Publishing system info
2023-01-13 18:38:09,482 DEBUG   HandlerThread:33195 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-01-13 18:38:09,482 DEBUG   HandlerThread:33195 [system_info.py:_save_pip():67] Saving pip packages done
2023-01-13 18:38:09,482 DEBUG   HandlerThread:33195 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-01-13 18:38:10,313 INFO    Thread-13 :33195 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files/requirements.txt
2023-01-13 18:38:10,313 INFO    Thread-13 :33195 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files/wandb-summary.json
2023-01-13 18:38:10,313 INFO    Thread-13 :33195 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files/conda-environment.yaml
2023-01-13 18:38:13,942 DEBUG   HandlerThread:33195 [system_info.py:_save_conda():86] Saving conda packages done
2023-01-13 18:38:13,942 DEBUG   HandlerThread:33195 [system_info.py:_save_code():89] Saving code
2023-01-13 18:38:13,949 DEBUG   HandlerThread:33195 [system_info.py:_save_code():110] Saving code done
2023-01-13 18:38:13,949 DEBUG   HandlerThread:33195 [system_info.py:_save_patches():127] Saving git patches
2023-01-13 18:38:14,007 DEBUG   HandlerThread:33195 [system_info.py:_save_patches():169] Saving git patches done
2023-01-13 18:38:14,008 INFO    HandlerThread:33195 [system_monitor.py:probe():187] Finished publishing system info
2023-01-13 18:38:14,012 DEBUG   SenderThread:33195 [sender.py:send():334] send: files
2023-01-13 18:38:14,013 INFO    SenderThread:33195 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-01-13 18:38:14,013 INFO    SenderThread:33195 [sender.py:_save_file():1319] saving file code/PPO/ppo_torch/ppo_continuous.py with policy now
2023-01-13 18:38:14,013 INFO    SenderThread:33195 [sender.py:_save_file():1319] saving file diff.patch with policy now
2023-01-13 18:38:14,013 DEBUG   HandlerThread:33195 [handler.py:handle_request():144] handle_request: status_report
2023-01-13 18:38:14,015 DEBUG   HandlerThread:33195 [handler.py:handle_request():144] handle_request: stop_status
2023-01-13 18:38:14,015 DEBUG   SenderThread:33195 [sender.py:send_request():361] send_request: stop_status
2023-01-13 18:38:14,326 INFO    Thread-13 :33195 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files/conda-environment.yaml
2023-01-13 18:38:14,326 INFO    Thread-13 :33195 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files/diff.patch
2023-01-13 18:38:14,326 INFO    Thread-13 :33195 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files/code/PPO/ppo_torch/ppo_continuous.py
2023-01-13 18:38:14,326 INFO    Thread-13 :33195 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files/wandb-metadata.json
2023-01-13 18:38:14,326 INFO    Thread-13 :33195 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files/code/PPO
2023-01-13 18:38:14,326 INFO    Thread-13 :33195 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files/code
2023-01-13 18:38:14,327 INFO    Thread-13 :33195 [dir_watcher.py:_on_file_created():275] file/dir created: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_183808-2z9tobmu/files/code/PPO/ppo_torch
2023-01-13 18:38:14,387 INFO    Thread-17 :33195 [upload_job.py:push():123] Skipped uploading /var/folders/4h/v0fwv1zs4596mmdvwj516k840000gn/T/tmpoc7bs4wqwandb/jnhro3e5-code/PPO/ppo_torch/ppo_continuous.py
2023-01-13 18:38:14,389 DEBUG   SenderThread:33195 [sender.py:send():334] send: telemetry
2023-01-13 18:38:14,452 DEBUG   SenderThread:33195 [sender.py:send():334] send: exit
2023-01-13 18:38:14,452 INFO    SenderThread:33195 [sender.py:send_exit():557] handling exit code: 1
2023-01-13 18:38:14,452 INFO    SenderThread:33195 [sender.py:send_exit():559] handling runtime: 5
2023-01-13 18:38:14,453 INFO    SenderThread:33195 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-13 18:38:14,453 INFO    SenderThread:33195 [sender.py:send_exit():565] send defer
2023-01-13 18:38:14,453 DEBUG   HandlerThread:33195 [handler.py:handle_request():144] handle_request: defer
2023-01-13 18:38:14,453 INFO    HandlerThread:33195 [handler.py:handle_request_defer():170] handle defer: 0
2023-01-13 18:38:14,453 DEBUG   SenderThread:33195 [sender.py:send_request():361] send_request: defer
2023-01-13 18:38:14,453 INFO    SenderThread:33195 [sender.py:send_request_defer():581] handle sender defer: 0
2023-01-13 18:38:14,453 INFO    SenderThread:33195 [sender.py:transition_state():585] send defer: 1
2023-01-13 18:38:14,453 DEBUG   HandlerThread:33195 [handler.py:handle_request():144] handle_request: defer
2023-01-13 18:38:14,453 INFO    HandlerThread:33195 [handler.py:handle_request_defer():170] handle defer: 1
2023-01-13 18:38:14,453 DEBUG   SenderThread:33195 [sender.py:send_request():361] send_request: defer
2023-01-13 18:38:14,453 INFO    SenderThread:33195 [sender.py:send_request_defer():581] handle sender defer: 1
2023-01-13 18:38:14,453 INFO    SenderThread:33195 [sender.py:transition_state():585] send defer: 2
2023-01-13 18:38:14,453 DEBUG   HandlerThread:33195 [handler.py:handle_request():144] handle_request: defer
2023-01-13 18:38:14,453 INFO    HandlerThread:33195 [handler.py:handle_request_defer():170] handle defer: 2
2023-01-13 18:38:14,454 INFO    HandlerThread:33195 [system_monitor.py:finish():161] Stopping system monitor
2023-01-13 18:38:14,474 DEBUG   SystemMonitor:33195 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-01-13 18:38:14,474 DEBUG   SystemMonitor:33195 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-01-13 18:38:14,474 DEBUG   SystemMonitor:33195 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-01-13 18:38:14,475 INFO    HandlerThread:33195 [interfaces.py:finish():175] Joined cpu
2023-01-13 18:38:14,475 INFO    HandlerThread:33195 [interfaces.py:finish():175] Joined disk
2023-01-13 18:38:14,475 INFO    HandlerThread:33195 [interfaces.py:finish():175] Joined gpuapple
2023-01-13 18:38:14,475 INFO    HandlerThread:33195 [interfaces.py:finish():175] Joined memory
2023-01-13 18:38:14,475 INFO    HandlerThread:33195 [interfaces.py:finish():175] Joined network
2023-01-13 18:38:14,475 DEBUG   SenderThread:33195 [sender.py:send_request():361] send_request: defer
2023-01-13 18:38:14,475 INFO    SenderThread:33195 [sender.py:send_request_defer():581] handle sender defer: 2
2023-01-13 18:38:14,475 INFO    SenderThread:33195 [sender.py:transition_state():585] send defer: 3
2023-01-13 18:38:14,475 DEBUG   SenderThread:33195 [sender.py:send():334] send: telemetry
2023-01-13 18:38:14,475 DEBUG   SenderThread:33195 [sender.py:send():334] send: stats
2023-01-13 18:38:14,476 DEBUG   HandlerThread:33195 [handler.py:handle_request():144] handle_request: defer
