2023-01-13 18:22:11,194 INFO    StreamThr :32240 [internal.py:wandb_internal():87] W&B internal server running at pid: 32240, started at: 2023-01-13 18:22:11.194035
2023-01-13 18:22:11,195 DEBUG   HandlerThread:32240 [handler.py:handle_request():144] handle_request: status
2023-01-13 18:22:11,199 INFO    WriterThread:32240 [datastore.py:open_for_write():85] open: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_182211-39gtr5qy/run-39gtr5qy.wandb
2023-01-13 18:22:11,200 DEBUG   SenderThread:32240 [sender.py:send():334] send: header
2023-01-13 18:22:11,217 DEBUG   SenderThread:32240 [sender.py:send():334] send: run
2023-01-13 18:22:11,811 INFO    SenderThread:32240 [dir_watcher.py:__init__():216] watching files in: /Volumes/Work Disk Janina Mattes/DEV/University/ASP/ml-explorer-drone/PPO/ppo_torch/wandb/run-20230113_182211-39gtr5qy/files
2023-01-13 18:22:11,811 INFO    SenderThread:32240 [sender.py:_start_run_threads():1065] run started: 39gtr5qy with start time 1673630531.194096
2023-01-13 18:22:11,813 DEBUG   SenderThread:32240 [sender.py:send_request():361] send_request: summary_record
2023-01-13 18:22:11,814 INFO    SenderThread:32240 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-13 18:22:11,817 DEBUG   HandlerThread:32240 [handler.py:handle_request():144] handle_request: check_version
2023-01-13 18:22:11,817 DEBUG   SenderThread:32240 [sender.py:send_request():361] send_request: check_version
2023-01-13 18:22:11,970 DEBUG   HandlerThread:32240 [handler.py:handle_request():144] handle_request: run_start
2023-01-13 18:22:11,980 DEBUG   HandlerThread:32240 [system_info.py:__init__():31] System info init
2023-01-13 18:22:11,981 DEBUG   HandlerThread:32240 [system_info.py:__init__():46] System info init done
2023-01-13 18:22:11,981 INFO    HandlerThread:32240 [system_monitor.py:start():151] Starting system monitor
2023-01-13 18:22:11,981 INFO    SystemMonitor:32240 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-13 18:22:11,981 INFO    HandlerThread:32240 [system_monitor.py:probe():172] Collecting system info
2023-01-13 18:22:11,981 DEBUG   HandlerThread:32240 [system_info.py:probe():195] Probing system
2023-01-13 18:22:11,981 INFO    SystemMonitor:32240 [interfaces.py:start():168] Started cpu
2023-01-13 18:22:11,981 INFO    SystemMonitor:32240 [interfaces.py:start():168] Started disk
2023-01-13 18:22:11,983 INFO    SystemMonitor:32240 [interfaces.py:start():168] Started gpuapple
